expr,weights,python
"[Term Sin (fromList [(1,2),(2,-2),(5,2)]),Term Cos (fromList [(0,1),(1,1),(2,-1),(4,-2)]),Term Sin (fromList [(2,1)]),Term SqrtAbs (fromList [(0,1),(1,1),(4,2)])]","[0.0,0.0,0.5268545477000001,1.840511196,2.1835922136]","0.0 + 0.0*np.sin(x[:,1]**(2)*x[:,2]**(-2)*x[:,5]**(2)) + 0.5268545477000001*np.cos(x[:,0]*x[:,1]*x[:,2]**(-1)*x[:,4]**(-2)) + 1.840511196*np.sin(x[:,2]) + 2.1835922136*sqrtAbs(x[:,0]*x[:,1]*x[:,4]**(2))"

"[Term Id (fromList [(1,-1),(2,1),(3,3),(5,-2)]),Term Id (fromList [(0,1),(4,1)]),Term Sin (fromList [(2,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.0,0.31168411360000003,1.2002718665,1.1613062955,1.0627541473]","0.0 + 0.31168411360000003*(x[:,1]**(-1)*x[:,2]*x[:,3]**(3)*x[:,5]**(-2)) + 1.2002718665*(x[:,0]*x[:,4]) + 1.1613062955*np.sin(x[:,2]) + 1.0627541473*(x[:,0]*x[:,1])"

"[Term SqrtAbs (fromList [(0,1),(1,1),(2,1)]),Term Exp (fromList [(4,1)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(3,1)]),Term Tanh (fromList [(5,-3)])]","[-0.8585749158243032,2.566771076887545,0.12389581879321798,0.6053452672017492,65.92058622503623]","-0.8585749158243032 + 2.566771076887545*sqrtAbs(x[:,0]*x[:,1]*x[:,2]) + 0.12389581879321798*np.exp(x[:,4]) + 0.6053452672017492*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,3]) + 65.92058622503623*np.tanh(x[:,5]**(-3))"

"[Term SqrtAbs (fromList [(1,1),(4,2)]),Term Exp (fromList [(5,-1)]),Term Id (fromList [(2,1),(4,2)])]","[6.598764460820683e-2,1.072899242021119,2.7310627307187065,-0.2683279344672864]","6.598764460820683e-2 + 1.072899242021119*sqrtAbs(x[:,1]*x[:,4]**(2)) + 2.7310627307187065*np.exp(x[:,5]**(-1)) + -0.2683279344672864*(x[:,2]*x[:,4]**(2))"

"[Term Cos (fromList [(5,3)]),Term Sin (fromList [(0,3),(4,-1),(5,3)]),Term SqrtAbs (fromList [(0,3),(4,-2)]),Term SqrtAbs (fromList [(2,1),(4,2)])]","[0.0,0.0,0.0,7.8870722927,3.9136660868]","0.0 + 0.0*np.cos(x[:,5]**(3)) + 0.0*np.sin(x[:,0]**(3)*x[:,4]**(-1)*x[:,5]**(3)) + 7.8870722927*sqrtAbs(x[:,0]**(3)*x[:,4]**(-2)) + 3.9136660868*sqrtAbs(x[:,2]*x[:,4]**(2))"

"[Term Id (fromList [(0,1),(2,-1),(4,-1),(5,3)]),Term Id (fromList [(0,1),(1,1),(4,1),(5,-1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.0,6.087624e-4,1.0455726414,1.2386548914,0.7862131760000001]","0.0 + 6.087624e-4*(x[:,0]*x[:,2]**(-1)*x[:,4]**(-1)*x[:,5]**(3)) + 1.0455726414*(x[:,0]*x[:,1]*x[:,4]*x[:,5]**(-1)) + 1.2386548914*sqrtAbs(x[:,0]*x[:,2]*x[:,3]) + 0.7862131760000001*(x[:,0]*x[:,1])"

"[Term Cos (fromList [(4,1)]),Term Id (fromList [(0,1),(1,1),(5,-1)]),Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,1)])]","[3.44714628e-2,0.1377776628,1.0356498162,0.849394257,1.0824823798]","3.44714628e-2 + 0.1377776628*np.cos(x[:,4]) + 1.0356498162*(x[:,0]*x[:,1]*x[:,5]**(-1)) + 0.849394257*(x[:,0]*x[:,1]) + 1.0824823798*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4])"

"[Term Log (fromList [(4,-2)]),Term SqrtAbs (fromList [(0,1),(4,3)]),Term Id (fromList [(5,-3)])]","[-0.8361016830688954,6.410897999118208,9.246875439377881,72.56718085677835]","-0.8361016830688954 + 6.410897999118208*np.log(x[:,4]**(-2)) + 9.246875439377881*sqrtAbs(x[:,0]*x[:,4]**(3)) + 72.56718085677835*(x[:,5]**(-3))"

"[Term Cos (fromList [(0,1),(1,1),(2,1),(3,1),(4,-3),(5,3)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(4,-1)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(4,2)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(3,1)])]","[0.0,0.0,1.503456074,0.8273979638000001,0.6478096458]","0.0 + 0.0*np.cos(x[:,0]*x[:,1]*x[:,2]*x[:,3]*x[:,4]**(-3)*x[:,5]**(3)) + 1.503456074*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,4]**(-1)) + 0.8273979638000001*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,4]**(2)) + 0.6478096458*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,3])"

"[Term Tanh (fromList [(0,1),(4,3)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)]),Term Id (fromList [(0,1),(4,2)])]","[0.7490898559,0.3565144196,0.9951248672,1.9691389477,0.2569739071]","0.7490898559 + 0.3565144196*np.tanh(x[:,0]*x[:,4]**(3)) + 0.9951248672*(x[:,0]*x[:,1]) + 1.9691389477*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1)) + 0.2569739071*(x[:,0]*x[:,4]**(2))"

"[Term Id (fromList [(4,3),(5,-2)]),Term Log (fromList [(2,2),(4,-2)]),Term SqrtAbs (fromList [(0,1),(3,1),(4,3)]),Term Id (fromList [(0,1),(1,1)])]","[1.1140725973,0.0,0.4302073254,0.4938054516,1.0504315784]","1.1140725973 + 0.0*(x[:,4]**(3)*x[:,5]**(-2)) + 0.4302073254*np.log(x[:,2]**(2)*x[:,4]**(-2)) + 0.4938054516*sqrtAbs(x[:,0]*x[:,3]*x[:,4]**(3)) + 1.0504315784*(x[:,0]*x[:,1])"

"[Term Sin (fromList [(0,1),(1,1),(2,1),(3,3),(4,1),(5,-1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)])]","[0.0,8.0e-10,1.0000000005,1.0000000004,1.9999999963000001]","0.0 + 8.0e-10*np.sin(x[:,0]*x[:,1]*x[:,2]*x[:,3]**(3)*x[:,4]*x[:,5]**(-1)) + 1.0000000005*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 1.0000000004*(x[:,0]*x[:,1]) + 1.9999999963000001*(x[:,0])"

"[Term Id (fromList [(0,1),(2,1),(3,1),(4,1),(5,-2)]),Term Exp (fromList [(0,1)]),Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,1)])]","[0.2224521055,4.6600266415,0.3176789544,0.9932391061,0.5100529382]","0.2224521055 + 4.6600266415*(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-2)) + 0.3176789544*np.exp(x[:,0]) + 0.9932391061*(x[:,0]*x[:,1]) + 0.5100529382*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4])"

"[Term Cos (fromList [(0,-2),(1,1),(2,1),(4,-3),(5,2)]),Term Cos (fromList [(0,-2),(1,1),(2,1),(4,1),(5,2)]),Term SqrtAbs (fromList [(0,1),(1,1),(4,2)]),Term Tanh (fromList [(0,1),(2,1)])]","[0.0,0.0,0.2302915183,1.7291108716,6.4493472005]","0.0 + 0.0*np.cos(x[:,0]**(-2)*x[:,1]*x[:,2]*x[:,4]**(-3)*x[:,5]**(2)) + 0.2302915183*np.cos(x[:,0]**(-2)*x[:,1]*x[:,2]*x[:,4]*x[:,5]**(2)) + 1.7291108716*sqrtAbs(x[:,0]*x[:,1]*x[:,4]**(2)) + 6.4493472005*np.tanh(x[:,0]*x[:,2])"

"[Term Sin (fromList [(0,1)])]","[1.1771704891,9.8757774434]","1.1771704891 + 9.8757774434*np.sin(x[:,0])"

"[Term Cos (fromList [(1,3),(5,2)]),Term Id (fromList [(1,3)]),Term Tanh (fromList [(0,1),(2,1)]),Term Tanh (fromList [(0,1),(4,2)])]","[0.0,0.0,2.6361577e-3,7.9802834834,3.8485869408]","0.0 + 0.0*np.cos(x[:,1]**(3)*x[:,5]**(2)) + 2.6361577e-3*(x[:,1]**(3)) + 7.9802834834*np.tanh(x[:,0]*x[:,2]) + 3.8485869408*np.tanh(x[:,0]*x[:,4]**(2))"

"[Term Id (fromList [(0,1),(1,1)])]","[1.3851534815,1.1533146072]","1.3851534815 + 1.1533146072*(x[:,0]*x[:,1])"

"[Term Tanh (fromList [(4,-2)]),Term Cos (fromList [(4,-1)]),Term Exp (fromList [(5,-1)]),Term Log (fromList [(2,1)])]","[-4.39596070908838,5.5599581607356106,9.396999005591523,1.961609414147188,1.4576269383040164]","-4.39596070908838 + 5.5599581607356106*np.tanh(x[:,4]**(-2)) + 9.396999005591523*np.cos(x[:,4]**(-1)) + 1.961609414147188*np.exp(x[:,5]**(-1)) + 1.4576269383040164*np.log(x[:,2])"

"[Term Exp (fromList [(0,1),(2,1),(4,1)]),Term Id (fromList [(0,1)])]","[0.1305688741,2.0029789685,5.7889676134000005]","0.1305688741 + 2.0029789685*np.exp(x[:,0]*x[:,2]*x[:,4]) + 5.7889676134000005*(x[:,0])"

"[Term Id (fromList [(0,1),(1,1),(3,1),(4,1),(5,-3)]),Term Id (fromList [(0,1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.1635898292,0.9979820916000001,0.7448738229,0.8413832336,0.9556313757]","0.1635898292 + 0.9979820916000001*(x[:,0]*x[:,1]*x[:,3]*x[:,4]*x[:,5]**(-3)) + 0.7448738229*(x[:,0]) + 0.8413832336*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4]) + 0.9556313757*(x[:,0]*x[:,1])"

"[Term Id (fromList [(0,1),(1,1),(3,1),(5,-2)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(3,1),(4,1)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)])]","[0.6738910413,8.87866021e-2,5.74363102e-2,1.0881195505,0.7236414139]","0.6738910413 + 8.87866021e-2*(x[:,0]*x[:,1]*x[:,3]*x[:,5]**(-2)) + 5.74363102e-2*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,3]*x[:,4]) + 1.0881195505*(x[:,0]*x[:,1]) + 0.7236414139*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1))"

"[Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(2,1),(3,1),(4,2),(5,-3)]),Term SqrtAbs (fromList [(0,2)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)])]","[3.0e-10,1.0000000003,0.0,1.9999999962000001,1.0000000007]","3.0e-10 + 1.0000000003*(x[:,0]*x[:,1]) + 0.0*(x[:,2]*x[:,3]*x[:,4]**(2)*x[:,5]**(-3)) + 1.9999999962000001*sqrtAbs(x[:,0]**(2)) + 1.0000000007*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1))"

"[Term Id (fromList [(0,1),(1,1)]),Term Tanh (fromList [(4,2)])]","[3.24078199e-2,1.1526375146,1.5166402962]","3.24078199e-2 + 1.1526375146*(x[:,0]*x[:,1]) + 1.5166402962*np.tanh(x[:,4]**(2))"

"[Term Id (fromList [(0,1),(2,1),(3,1)]),Term SqrtAbs (fromList [(0,1),(3,1)]),Term Cos (fromList [(4,-1)]),Term Id (fromList [(0,1),(1,1)])]","[0.1085261738,0.32540096350000003,0.1325841724,1.1361325779,1.0207093068]","0.1085261738 + 0.32540096350000003*(x[:,0]*x[:,2]*x[:,3]) + 0.1325841724*sqrtAbs(x[:,0]*x[:,3]) + 1.1361325779*np.cos(x[:,4]**(-1)) + 1.0207093068*(x[:,0]*x[:,1])"

"[Term Exp (fromList [(0,1),(5,-1)]),Term Id (fromList [(0,1),(3,1),(5,-1)]),Term Id (fromList [(0,1),(4,3)]),Term Log (fromList [(0,1)])]","[6.0257755715000005,1.0782276497,0.887935217,0.5677003181,3.4557325652]","6.0257755715000005 + 1.0782276497*np.exp(x[:,0]*x[:,5]**(-1)) + 0.887935217*(x[:,0]*x[:,3]*x[:,5]**(-1)) + 0.5677003181*(x[:,0]*x[:,4]**(3)) + 3.4557325652*np.log(x[:,0])"

"[Term SqrtAbs (fromList [(0,1),(1,1),(2,1)]),Term Id (fromList [(2,1)])]","[0.9670296339397638,6.31075784037275,-7.717189035094263]","0.9670296339397638 + 6.31075784037275*sqrtAbs(x[:,0]*x[:,1]*x[:,2]) + -7.717189035094263*(x[:,2])"

"[Term Cos (fromList [(0,-2),(1,-1),(2,-2),(3,1),(4,-2)]),Term Id (fromList [(0,1),(1,3),(3,1),(4,1)]),Term Tanh (fromList [(0,1)])]","[0.0,0.0,5.342351e-4,9.8246154004]","0.0 + 0.0*np.cos(x[:,0]**(-2)*x[:,1]**(-1)*x[:,2]**(-2)*x[:,3]*x[:,4]**(-2)) + 5.342351e-4*(x[:,0]*x[:,1]**(3)*x[:,3]*x[:,4]) + 9.8246154004*np.tanh(x[:,0])"

"[Term SqrtAbs (fromList [(4,-2)]),Term Id (fromList [(0,1),(4,2)]),Term Id (fromList [(0,1),(1,1)])]","[-7.58173891854671e-2,1.2342309464201828,1.1082345993757108,1.0284197272818463]","-7.58173891854671e-2 + 1.2342309464201828*sqrtAbs(x[:,4]**(-2)) + 1.1082345993757108*(x[:,0]*x[:,4]**(2)) + 1.0284197272818463*(x[:,0]*x[:,1])"

"[Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(2,1),(3,1)]),Term Log (fromList [(0,1),(4,2)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1)])]","[0.48989723570000004,1.0023483569,3.0201055e-2,0.3899770866,0.9510534469]","0.48989723570000004 + 1.0023483569*(x[:,0]*x[:,1]) + 3.0201055e-2*(x[:,2]*x[:,3]) + 0.3899770866*np.log(x[:,0]*x[:,4]**(2)) + 0.9510534469*sqrtAbs(x[:,0]*x[:,2]*x[:,3])"

"[Term Id (fromList [(2,1),(4,3),(5,-3)]),Term Log (fromList [(4,3),(5,-3)]),Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1)])]","[1.3537842966,0.0,0.2717468676,1.0247664102,1.2103515645]","1.3537842966 + 0.0*(x[:,2]*x[:,4]**(3)*x[:,5]**(-3)) + 0.2717468676*np.log(x[:,4]**(3)*x[:,5]**(-3)) + 1.0247664102*(x[:,0]*x[:,1]) + 1.2103515645*sqrtAbs(x[:,0]*x[:,2]*x[:,3])"

"[Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(1,1),(4,2)]),Term Tanh (fromList [(0,1),(2,1),(3,1),(4,1),(5,-1)]),Term Exp (fromList [(0,1)])]","[0.47887886820000003,0.9979470219000001,0.0,2.3169660729,0.2857312382]","0.47887886820000003 + 0.9979470219000001*(x[:,0]*x[:,1]) + 0.0*sqrtAbs(x[:,1]*x[:,4]**(2)) + 2.3169660729*np.tanh(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 0.2857312382*np.exp(x[:,0])"

"[Term Log (fromList [(0,2),(5,2)]),Term Cos (fromList [(4,-1)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)])]","[0.0,0.1207476487,1.3402392552,1.0030912367,2.070714292]","0.0 + 0.1207476487*np.log(x[:,0]**(2)*x[:,5]**(2)) + 1.3402392552*np.cos(x[:,4]**(-1)) + 1.0030912367*(x[:,0]*x[:,1]) + 2.070714292*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1))"

"[Term Exp (fromList [(4,2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)])]","[0.0,2.0e-10,1.0000000003,1.9999999965000002,0.9999999999]","0.0 + 2.0e-10*np.exp(x[:,4]**(2)) + 1.0000000003*(x[:,0]*x[:,1]) + 1.9999999965000002*(x[:,0]) + 0.9999999999*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1))"

"[Term Cos (fromList [(0,2),(5,2)]),Term Log (fromList [(4,3)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1)])]","[0.0,0.0,0.23878520760000002,4.0557916113]","0.0 + 0.0*np.cos(x[:,0]**(2)*x[:,5]**(2)) + 0.23878520760000002*np.log(x[:,4]**(3)) + 4.0557916113*sqrtAbs(x[:,0]*x[:,1]*x[:,2])"

"[Term Id (fromList [(0,1),(1,2),(4,3),(5,-1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)]),Term Tanh (fromList [(2,1)]),Term Tanh (fromList [(0,1)])]","[0.0,0.1041579168,1.6698815574,0.9064961073000001,8.0586723638]","0.0 + 0.1041579168*(x[:,0]*x[:,1]**(2)*x[:,4]**(3)*x[:,5]**(-1)) + 1.6698815574*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1)) + 0.9064961073000001*np.tanh(x[:,2]) + 8.0586723638*np.tanh(x[:,0])"

"[Term Id (fromList [(0,1),(1,1),(4,1),(5,-1)]),Term SqrtAbs (fromList [(0,1),(3,1)]),Term Sin (fromList [(0,1),(5,-3)])]","[0.3420826830738783,4.006570904141513,1.4545281032605495,-172.15572083860502]","0.3420826830738783 + 4.006570904141513*(x[:,0]*x[:,1]*x[:,4]*x[:,5]**(-1)) + 1.4545281032605495*sqrtAbs(x[:,0]*x[:,3]) + -172.15572083860502*np.sin(x[:,0]*x[:,5]**(-3))"

"[Term Sin (fromList [(1,1),(2,-3),(5,2)]),Term Sin (fromList [(0,1),(1,1),(2,1),(5,2)]),Term Log (fromList [(4,2)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1)])]","[0.0,0.0,8.23918782e-2,0.3370518753,4.0594538183]","0.0 + 0.0*np.sin(x[:,1]*x[:,2]**(-3)*x[:,5]**(2)) + 8.23918782e-2*np.sin(x[:,0]*x[:,1]*x[:,2]*x[:,5]**(2)) + 0.3370518753*np.log(x[:,4]**(2)) + 4.0594538183*sqrtAbs(x[:,0]*x[:,1]*x[:,2])"

"[Term Tanh (fromList [(0,1),(4,-1)]),Term Id (fromList [(5,1)]),Term Tanh (fromList [(4,-3)]),Term Exp (fromList [(0,1),(4,1)])]","[-0.3310774205210282,-0.2334207740433456,-0.16944016232662706,2.8960670203116297,3.1600224492940536]","-0.3310774205210282 + -0.2334207740433456*np.tanh(x[:,0]*x[:,4]**(-1)) + -0.16944016232662706*(x[:,5]) + 2.8960670203116297*np.tanh(x[:,4]**(-3)) + 3.1600224492940536*np.exp(x[:,0]*x[:,4])"

"[Term Id (fromList [(0,1),(1,3),(2,1),(3,1),(5,-2)]),Term Tanh (fromList [(0,1)])]","[0.0,3.4775394700000004e-2,10.194087190100001]","0.0 + 3.4775394700000004e-2*(x[:,0]*x[:,1]**(3)*x[:,2]*x[:,3]*x[:,5]**(-2)) + 10.194087190100001*np.tanh(x[:,0])"

"[Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,1)]),Term Id (fromList [(0,1),(1,1)]),Term Tanh (fromList [(0,1),(2,1),(4,2)]),Term Id (fromList [(4,1)])]","[0.4152769510222114,1.0294011202725575,1.0201026480196398,0.1257031809607759,-0.23360253808273745]","0.4152769510222114 + 1.0294011202725575*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4]) + 1.0201026480196398*(x[:,0]*x[:,1]) + 0.1257031809607759*np.tanh(x[:,0]*x[:,2]*x[:,4]**(2)) + -0.23360253808273745*(x[:,4])"

"[Term Tanh (fromList [(0,1),(4,-1)]),Term SqrtAbs (fromList [(2,1),(3,1),(4,2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(4,1),(5,-2)])]","[-0.24683819477753655,1.8790803538749747,0.41439626103306804,1.0056122796457982,4.535055062903371]","-0.24683819477753655 + 1.8790803538749747*np.tanh(x[:,0]*x[:,4]**(-1)) + 0.41439626103306804*sqrtAbs(x[:,2]*x[:,3]*x[:,4]**(2)) + 1.0056122796457982*(x[:,0]*x[:,1]) + 4.535055062903371*(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-2))"

"[Term Exp (fromList [(2,1),(4,1)]),Term Exp (fromList [(5,-1)]),Term SqrtAbs (fromList [(2,1),(3,1)]),Term Exp (fromList [(2,1)])]","[0.9898576502789423,0.7680056986453753,2.774715578321599,0.8886095925851522,-0.5394341937180768]","0.9898576502789423 + 0.7680056986453753*np.exp(x[:,2]*x[:,4]) + 2.774715578321599*np.exp(x[:,5]**(-1)) + 0.8886095925851522*sqrtAbs(x[:,2]*x[:,3]) + -0.5394341937180768*np.exp(x[:,2])"

"[Term Id (fromList [(2,1),(3,1),(4,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.6865181314000001,0.1470823801,1.1348855959]","0.6865181314000001 + 0.1470823801*(x[:,2]*x[:,3]*x[:,4]) + 1.1348855959*(x[:,0]*x[:,1])"

"[Term SqrtAbs (fromList [(4,2)]),Term Id (fromList [(0,1),(1,1)])]","[0.5537611264,0.6770951482,1.152319413]","0.5537611264 + 0.6770951482*sqrtAbs(x[:,4]**(2)) + 1.152319413*(x[:,0]*x[:,1])"

"[Term Log (fromList [(2,1),(4,2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)]),Term Id (fromList [(0,1)])]","[1.9e-9,1.8e-9,1.0000000003,0.999999999,1.9999999967000002]","1.9e-9 + 1.8e-9*np.log(x[:,2]*x[:,4]**(2)) + 1.0000000003*(x[:,0]*x[:,1]) + 0.999999999*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 1.9999999967000002*(x[:,0])"

"[Term Sin (fromList [(0,2)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)])]","[2.22e-8,7.08e-8,1.0000000003,1.0000000004,1.999999917]","2.22e-8 + 7.08e-8*np.sin(x[:,0]**(2)) + 1.0000000003*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 1.0000000004*(x[:,0]*x[:,1]) + 1.999999917*(x[:,0])"

"[Term Sin (fromList [(0,-3),(2,3),(4,-2),(5,3)]),Term Tanh (fromList [(0,1),(1,1),(4,-2),(5,-1)]),Term Id (fromList [(0,1),(1,1),(4,1),(5,-1)]),Term SqrtAbs (fromList [(0,1),(2,1)])]","[0.0,0.0,2.2558886087000003,3.2422502232,4.3624166922]","0.0 + 0.0*np.sin(x[:,0]**(-3)*x[:,2]**(3)*x[:,4]**(-2)*x[:,5]**(3)) + 2.2558886087000003*np.tanh(x[:,0]*x[:,1]*x[:,4]**(-2)*x[:,5]**(-1)) + 3.2422502232*(x[:,0]*x[:,1]*x[:,4]*x[:,5]**(-1)) + 4.3624166922*sqrtAbs(x[:,0]*x[:,2])"

"[Term Sin (fromList [(2,-2),(3,2),(4,3)]),Term Id (fromList [(0,2),(1,3),(2,2),(3,1)]),Term Id (fromList [(0,1),(5,-1)]),Term SqrtAbs (fromList [(0,1)])]","[0.0,0.0,2.0835667e-3,9.3942420638,6.2645645385]","0.0 + 0.0*np.sin(x[:,2]**(-2)*x[:,3]**(2)*x[:,4]**(3)) + 2.0835667e-3*(x[:,0]**(2)*x[:,1]**(3)*x[:,2]**(2)*x[:,3]) + 9.3942420638*(x[:,0]*x[:,5]**(-1)) + 6.2645645385*sqrtAbs(x[:,0])"

"[Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,2)]),Term Id (fromList [(0,1),(1,1)])]","[0.6771556731,1.4063892557,0.364656921,1.0199528953]","0.6771556731 + 1.4063892557*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1)) + 0.364656921*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4]**(2)) + 1.0199528953*(x[:,0]*x[:,1])"

"[Term Tanh (fromList [(0,1)]),Term Id (fromList [(0,1),(2,1)]),Term Log (fromList [(4,-2)]),Term Id (fromList [(0,1),(2,1),(4,3)])]","[1.5491762085438774,8.446274681767184,-0.510519555796749,1.3764327592533594,2.0664320350877396]","1.5491762085438774 + 8.446274681767184*np.tanh(x[:,0]) + -0.510519555796749*(x[:,0]*x[:,2]) + 1.3764327592533594*np.log(x[:,4]**(-2)) + 2.0664320350877396*(x[:,0]*x[:,2]*x[:,4]**(3))"

"[Term SqrtAbs (fromList [(0,1),(1,1),(4,2)]),Term Id (fromList [(2,1),(3,1),(5,-2)])]","[7.8528836e-2,2.2335943984,6.2164724819]","7.8528836e-2 + 2.2335943984*sqrtAbs(x[:,0]*x[:,1]*x[:,4]**(2)) + 6.2164724819*(x[:,2]*x[:,3]*x[:,5]**(-2))"

"[Term Id (fromList [(5,-3)]),Term Id (fromList [(0,2),(3,1),(4,3),(5,-1)]),Term Id (fromList [(0,1),(3,1)])]","[4.4306510181,0.0,1.1928594132,0.27614839480000003]","4.4306510181 + 0.0*(x[:,5]**(-3)) + 1.1928594132*(x[:,0]**(2)*x[:,3]*x[:,4]**(3)*x[:,5]**(-1)) + 0.27614839480000003*(x[:,0]*x[:,3])"

"[Term Id (fromList [(0,1),(1,1),(5,-2)]),Term SqrtAbs (fromList [(4,2)]),Term Id (fromList [(0,1),(1,1)])]","[0.47377549550000003,2.4117286609,0.7345660599,1.0857762953]","0.47377549550000003 + 2.4117286609*(x[:,0]*x[:,1]*x[:,5]**(-2)) + 0.7345660599*sqrtAbs(x[:,4]**(2)) + 1.0857762953*(x[:,0]*x[:,1])"

"[Term Sin (fromList [(2,-3)]),Term Cos (fromList [(1,3),(5,2)]),Term Cos (fromList [(1,-2),(3,2)]),Term Tanh (fromList [(0,1)])]","[0.0,0.0,0.0,1.0822144738000001,11.755797513100001]","0.0 + 0.0*np.sin(x[:,2]**(-3)) + 0.0*np.cos(x[:,1]**(3)*x[:,5]**(2)) + 1.0822144738000001*np.cos(x[:,1]**(-2)*x[:,3]**(2)) + 11.755797513100001*np.tanh(x[:,0])"

"[Term Tanh (fromList [(0,1),(1,2),(2,1),(4,-2),(5,-2)]),Term Id (fromList [(2,1)]),Term Tanh (fromList [(0,1)])]","[0.0,3.7068440710000004,9.504230400000001e-2,9.881001882]","0.0 + 3.7068440710000004*np.tanh(x[:,0]*x[:,1]**(2)*x[:,2]*x[:,4]**(-2)*x[:,5]**(-2)) + 9.504230400000001e-2*(x[:,2]) + 9.881001882*np.tanh(x[:,0])"

"[Term Log (fromList [(5,1)]),Term Tanh (fromList [(4,-2)]),Term Tanh (fromList [(0,1)]),Term Exp (fromList [(0,1),(4,1)])]","[-0.22046886900019802,-0.9935529695064155,3.626489924948344,0.4439938106965875,2.9954882626287915]","-0.22046886900019802 + -0.9935529695064155*np.log(x[:,5]) + 3.626489924948344*np.tanh(x[:,4]**(-2)) + 0.4439938106965875*np.tanh(x[:,0]) + 2.9954882626287915*np.exp(x[:,0]*x[:,4])"

