213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7
359,19,141,154,10.9,942,801,28,59.49
333,0,0,192,0,931.2,842.6,28,31.97
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
230,0,118.3,195.5,4.6,1029.4,758.6,28,24.48
339.2,0,0,185.7,0,1069.2,754.3,7,21.18
158,0,195,220,11,898,713,28,8.54
102,153,0,192,0,887,942,3,4.57
152,178,139,168,18,944,695,28,36.35
339,0,0,197,0,968,781,14,27.04
475,118.8,0,181.1,8.9,852.1,781.5,7,55.6
424,22,132,168,8.9,822,750,56,74.36
153,145,113,178,8,867,824,28,26.23
289,0,0,192,0,913.2,895.3,7,14.6
251.4,0,118.3,188.5,5.8,1028.4,757.7,56,36.97
203.5,305.3,0,203.5,0,963.4,630,90,51.86
287,121,94,188,9,904,696,28,41.94
288,192,0,192,0,932,717.8,28,38.8
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,42.92
167,75.4,167,164,7.9,1007.3,770.1,14,32.9
166.1,0,163.3,176.5,4.5,1058.6,780.1,28,21.54
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
156,178,187,221,7,854,614,28,29.41
228,342.1,0,185.7,0,955.8,674.3,28,39.7
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6
446,24,79,162,11.6,967,712,3,35.36
289,0,0,192,0,913.2,895.3,90,32.07
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
254,0,0,198,0,968,863,180,27.63
148,0,137,158,16,1002,830,28,17.95
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26
167,75.4,167,164,7.9,1007.3,770.1,100,56.81
186.2,124.1,0,185.7,0,1083.4,764.3,7,8
322,0,0,203,0,974,800,14,20.77
491,26,123,201,3.9,822,699,56,61.86
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22
198.6,132.4,0,192,0,978.4,825.5,28,28.02
255,0,0,192,0,889.8,945,3,8.2
310,0,0,192,0,1012,830,120,38.7
155,183,0,193,9,1047,697,28,18.28
249.1,0,98.8,158.1,12.8,987.8,889,28,30.85
349,0,0,192,0,1047,806,90,39.49
342,38,0,228,0,932,670,180,52.12
277,0,0,191,0,968,856,14,21.26
167,75.4,167,164,7.9,1007.3,770.1,3,15.52
102,153,0,192,0,887,942,28,17.28
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14
156,243,0,180,11,1022,698,28,37.36
295,0,0,185,0,1069,769,28,25.18
380,95,0,228,0,932,594,28,36.45
141.3,212,0,203.5,0,971.8,748.5,7,10.39
331,0,0,192,0,1025,821,120,39.38
233.8,0,94.6,197.9,4.6,947,852.2,28,22.84
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.33
312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
143,169,143,191,8,967,643,28,29.72
298,137,107,201,6,878,655,28,53.52
148,175,0,171,2,1000,828,28,26.92
290.4,0,96.2,168.1,9.4,961.2,865,28,34.74
108.3,162.4,0,203.5,0,938.2,849,3,2.33
277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89
151,0,185,167,16,1074,678,28,13.46
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73
387,20,94,157,14.3,938,845,7,36.84
203.5,305.3,0,203.5,0,963.4,630,3,9.56
165,0,143.6,163.8,0,1005.6,900.9,14,16.88
139.6,209.4,0,192,0,1047,806.9,7,14.59
393,0,0,192,0,940,758,90,48.79
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
379.5,151.2,0,153.9,15.9,1134.3,605,7,47.1
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77
116,173,0,192,0,909.8,891.9,28,22.35
500,0,0,200,0,1125,613,14,36.94
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02
321,164,0,190,5,870,774,28,57.21
162,207,172,216,10,822,638,28,39.84
427.5,47.5,0,228,0,932,594,90,41.54
251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59
323.7,282.8,0,183.8,10.3,942.7,659.9,28,74.7
194.7,0,100.5,165.6,7.5,1006.4,905.9,3,12.45
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
332.5,142.5,0,228,0,932,594,28,33.02
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12
231.8,0,121.6,174,6.7,1056.4,778.5,100,45.84
136,196,98,199,6,847,783,28,26.97
385,0,0,186,0,966,763,28,31.35
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,51.33
380,0,0,228,0,932,670,180,53.1
237,92,71,247,6,853,695,28,28.63
389.9,189,0,145.9,22,944.7,755.8,7,59.09
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05
397,17.2,158,167,20.8,967,633,28,55.65
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
251.8,0,99.9,146.1,12.4,1006,899.8,3,21.02
233.8,0,94.6,197.9,4.6,947,852.2,100,34.56
212,0,124.8,159,7.8,1085.4,799.5,3,19.52
154.8,0,142.8,193.3,9.1,877.2,867.7,28,9.74
298.1,0,107,186.4,6.1,879,815.2,28,42.64
480,0,0,192,0,936,721,28,43.89
540,0,0,162,2.5,1055,676,28,61.89
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
295.7,0,95.6,171.5,8.9,955.1,859.2,100,52.04
322,0,0,203,0,974,800,180,29.59
250,0,0,182,0,1100,820,28,20.87
166.1,0,163.3,176.5,4.5,1058.6,780.1,56,28.63
229.7,0,118.2,195.2,6.1,1028.1,757.6,28,24.54
251.8,0,99.9,146.1,12.4,1006,899.8,100,45.37
284,15,141,179,5.5,842,801,7,24.13
237.5,237.5,0,228,0,932,594,28,30.08
231.8,0,121.6,174,6.7,1056.4,778.5,14,26.77
145.7,172.6,0,181.9,3.4,985.8,816.8,28,23.74
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
446,24,79,162,11.6,967,712,7,38.02
213.8,98.1,24.5,181.7,6.7,1066,785.5,100,49.97
387,20,94,157,14.3,938,845,28,50.24
237.5,237.5,0,228,0,932,594,90,33.12
173,116,0,192,0,946.8,856.8,7,11.39
254,0,0,198,0,968,863,3,9.31
286.3,200.9,0,144.7,11.2,1004.6,803.7,28,67.7
339,0,0,197,0,968,781,3,13.22
181.4,0,167,169.6,7.6,1055.6,777.8,56,35.57
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
313.3,145,0,178.5,8,1001.9,688.7,28,41.05
134.7,0,165.7,180.2,10,961,804.9,28,13.29
136,162,126,172,10,923,764,28,29.07
385,0,0,186,0,966,763,7,23.22
531.3,0,0,141.8,28.2,852.1,893.7,91,59.2
439,177,0,186,11.1,884.9,707.9,56,71.7
362.6,189,0,164.9,11.6,944.7,755.8,7,22.9
266,112,87,178,10,910,745,28,39.42
379.5,151.2,0,153.9,15.9,1134.3,605,3,28.6
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23
491,26,123,210,3.9,882,699,28,55.55
252.3,0,98.8,146.3,14.2,987.8,889,3,21.78
337.9,189,0,174.9,9.5,944.7,755.8,56,59.89
500,0,0,200,0,1125,613,7,33.21
359,19,141,154,10.9,942,801,3,23.64
255,0,0,192,0,889.8,945,28,18.75
313,0,113,178,8,1002,689,28,36.8
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44
304,76,0,228,0,932,670,90,49.19
200,133,0,192,0,965.4,806.2,3,11.41
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
233.8,0,94.6,197.9,4.6,947,852.2,14,22.14
289,0,0,192,0,913.2,895.3,3,11.65
198.6,132.4,0,192,0,978.4,825.5,90,38.07
182,45.2,122,170.2,8.2,1059.4,780.7,56,43.5
446,24,79,162,11.6,967,712,7,39.3
310,0,0,192,0,970,850,180,37.33
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7
277.1,0,97.4,160.6,11.8,973.9,875.6,56,51.04
190.7,0,125.4,162.1,7.8,1090,804,3,15.04
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
313.3,262.2,0,175.5,8.6,1046.9,611.8,91,66.6
336,0,0,182,3,986,817,28,44.86
321.3,164.2,0,190.5,4.6,870,774,28,57.22
304.8,0,99.6,196,9.8,959.4,705.2,28,30.12
317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06
212,0,124.8,159,7.8,1085.4,799.5,56,45.08
144,15,195,176,6,1021,709,28,15.34
385,0,0,186,0,966,763,1,6.27
339.2,0,0,185.7,0,1069.2,754.3,28,31.9
339,0,0,197,0,968,781,7,20.97
350,0,0,186,0,1050,770,28,34.29
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
160,188,146,203,11,829,710,28,32.84
288.4,121,0,177.4,7,907.9,829.5,28,42.14
424,22,132,178,8.5,822,750,28,62.05
194.7,0,100.5,170.2,7.5,998,901.8,14,24.28
222.4,0,96.7,189.3,4.5,967.1,870.3,56,29.45
167,187,195,185,7,898,636,28,23.89
116,173,0,192,0,909.8,891.9,3,6.28
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99
152,0,112,184,8,992,816,28,12.18
190.7,0,125.4,162.1,7.8,1090,804,28,26.4
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55
296,0,0,186,0,1090,769,7,18.91
313,145,0,178,8,1002,689,28,41.05
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43
305.3,203.5,0,203.5,0,965.4,631,90,54.6
249.1,0,98.8,158.1,12.8,987.8,889,14,28.68
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
153.1,145,113,178.5,8,1001.9,688.7,28,25.56
159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.77
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
296,0,0,192,0,1085,765,28,21.65
194.7,0,100.5,170.2,7.5,998,901.8,3,12.18
380,95,0,228,0,932,594,7,32.82
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
374,189.2,0,170.1,10.1,926.1,756.7,3,34.4
349,0,0,192,0,1047,806,7,18.13
238.1,0,94.1,186.7,7,949.9,847,28,30.23
193.5,290.2,0,185.7,0,998.2,704.3,7,17.2
168,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85
332.5,142.5,0,228,0,932,594,7,30.28
284,120,0,168,7,970,794,28,40.93
289,134,0,195,6,924,760,28,46.24
273,105,82,210,9,904,680,28,37.17
491,26,123,201,3.9,822,699,28,57.92
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
212,141.3,0,203.5,0,973.4,750,90,39.7
154.8,183.4,0,193.3,9.1,877.2,867.7,28,23.79
160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.31
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
153,239,0,200,6,1002,684,28,26.86
333,0,0,192,0,931.2,842.6,7,23.4
296,0,0,192,0,1085,765,90,29.39
401.8,94.7,0,147.4,11.4,946.8,852.1,28,68.5
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,34.2
387,20,94,157,14.3,938,845,56,56.34
160,128,122,182,6.4,824,879,28,39.4
295.7,0,95.6,171.5,8.9,955.1,859.2,3,22.95
491,26,123,210,3.9,882,699,7,33.49
277,0,0,191,0,968,856,360,33.7
485,0,0,146,0,1120,800,28,71.99
202,11,141,206,1.7,942,801,3,9.85
246.8,0,125.1,143.3,12,1086.8,800.9,14,42.22
313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46
250,0,95.7,187.4,5.5,956.9,861.2,14,24.92
231.8,0,121.6,174,6.7,1056.4,778.5,3,15.44
393,0,0,192,0,940,758,3,19.11
266,114,0,228,0,932,670,270,51.73
141.3,212,0,203.5,0,971.8,748.5,28,29.89
142,167,130,174,11,883,785,28,44.61
531.3,0,0,141.8,28.2,852.1,893.7,3,41.3
298,0,107,186,6,879,815,28,42.64
446,24,79,162,11.6,967,712,56,55.25
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,25.48
304,76,0,228,0,932,670,28,47.81
382,0,0,186,0,1047,739,7,24
382,0,0,185,0,1047,739,7,24
314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
273,0,90,199,11,931,762,28,32.24
540,0,0,173,0,1125,613,90,69.66
425,106.3,0,153.5,16.5,852.1,887.1,3,33.4
339,0,0,185,0,1069,754,28,31.84
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91
531.3,0,0,141.8,28.2,852.1,893.7,28,56.4
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5
439,177,0,186,11.1,884.9,707.9,91,73.3
181.4,0,167,169.6,7.6,1055.6,777.8,14,21.6
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99
252.5,0,0,185.7,0,1111.6,784.3,28,19.77
349,0,0,192,0,1056,809,3,15.87
305,0,100,196,10,959,705,28,30.12
168,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
382,0,0,186,0,1111,784,7,11.47
446,24,79,162,10.3,967,712,28,53.39
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
307,0,0,193,0,968,812,28,27.53
310,0,0,192,0,971,850.6,3,9.87
249.1,0,98.8,158.1,12.8,987.8,889,56,42.03
349,0,0,192,0,1056,809,90,40.66
135,0,166,180,10,961,805,28,13.29
212,0,124.8,159,7.8,1085.4,799.5,14,31.35
322,0,116,196,10,818,813,28,31.18
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,36.64
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
190.7,0,125.4,162.1,7.8,1090,804,100,40.57
381.4,0,0,185.7,0,1104.6,784.3,28,22.49
261,100,78,201,9,864,761,28,32.4
165,0,143.6,163.8,0,1005.6,900.9,28,26.2
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,33.27
153,102,0,192,0,888,943.1,7,8.37
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.9
318.8,212.5,0,155.7,14.3,852.1,880.4,56,66.1
202,11,141,206,1.7,942,801,7,15.07
146.5,114.6,89.3,201.9,8.8,860,829.5,28,19.99
318.8,212.5,0,155.7,14.3,852.1,880.4,3,25.2
379.5,151.2,0,153.9,15.9,1134.3,605,91,56.5
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
480,0,0,192,0,936,721,3,24.39
151,0,184,167,12,991,772,28,15.57
401.8,94.7,0,147.4,11.4,946.8,852.1,7,54.1
387,20,94,157,11.6,938,845,56,61.46
313,0,0,178,8,1000,822,28,25.1
277,0,0,191,0,968,856,28,25.97
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38
331,0,0,192,0,978,825,7,16.26
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
290.4,0,96.2,168.1,9.4,961.2,865,14,34.67
382.5,0,0,185.7,0,1047.8,739.3,7,24.07
150.7,0,185.3,166.7,15.6,1074.5,678,28,13.46
183.9,122.6,0,203.5,0,959.2,800,28,24.05
236,157,0,192,0,972.6,749.1,7,20.42
401.8,94.7,0,147.4,11.4,946.8,852.1,3,41.1
145.4,0,178.9,201.7,7.8,824,868.7,28,10.54
525,0,0,189,0,1125,613,28,55.94
139.6,209.4,0,192,0,1047,806.9,180,44.21
238.1,0,0,185.7,0,1118.8,789.3,7,10.34
165,0,143.6,163.8,0,1005.6,900.9,100,37.96
350,0,0,203,0,974,775,180,32.72
