T;T_setpoint;a;a_dot;kf;kf_noise_0.05;kf_noise_0.1;kf_noise_0.3;kf_noise_1
440.5910246;425;0.627560438;10;102.6726183;98.27021919;131.5662254;116.5806814;161.0880132
450.2343903;450;0;10;0;9.08303907;1.401670374;9.934768863;58.19139937
450.1252899;450;0.00007001;10;1.07693994;-5.14439947;-15.98489722;11.29649166;0.145609703
450.1217194;450;0.0014958;10;13.072047;25.14922299;17.75097515;1.251108298;-64.04619248
450.1096497;450;0.00479886;10;43.40929222;44.87167443;42.90174323;41.44636255;-6.43810108
450.0166473;450;0.0093013;10;71.52666855;68.03102852;77.03788491;54.0122126;122.8976299
449.9227142;450;0.01803764;10;87.28560638;93.39162967;92.62634058;118.8990787;59.72224743
450.0542145;450;0.03114352;10;95.14305878;85.79405085;97.37736182;77.62690078;149.0843065
450.0947876;450;0.04838844;10;98.86017609;102.5876944;82.0906471;110.3517351;114.2476589
450.1586762;450;0.0647412;10;100.8757362;93.33494938;92.15298525;77.84799902;91.14311983
450.2070313;450;0.07552439;10;102.5106125;104.9336527;98.98723892;81.91839051;92.2332793
450.219101;450;0.08691477;10;103.6337624;98.60192049;100.6104239;108.1168081;155.8425872
450.3180084;450;0.10236941;10;104.1016922;102.747173;95.45412189;93.76094405;105.9942075
450.23526;450;0.11899576;10;104.2121696;107.1880049;112.2171578;106.441806;67.25103561
450.3639526;450;0.13220498;10;104.6598969;109.7222;105.3943627;57.47620725;133.4202557
450.498703;450;0.1455535;10;104.9883766;101.2388951;102.3762053;92.96428202;86.89526551
450.5001068;450;0.16173657;10;104.8602524;98.29802963;109.6775642;136.711592;194.5530123
450.5860443;450;0.17673571;10;104.7679863;113.4472673;105.1873728;101.9993522;164.7834264
450.6046753;450;0.18966047;10;104.5710716;104.6522881;93.60161978;113.7097514;121.6732244
450.5033417;450;0.20293922;10;104.2646141;99.00357322;91.70700669;113.3694157;89.03778791
450.4379578;450;0.21635121;10;104.0216751;106.7866997;103.8464169;112.5598568;124.1546814
450.4622192;450;0.22959125;10;103.8694611;112.2461544;106.6790305;111.5671099;100.6455548
450.5264435;450;0.2425136;10;103.6568985;98.32477275;112.8426347;142.1117414;43.46119731
450.687973;450;0.25504176;10;103.4192696;97.22772263;92.10573186;124.1119528;88.45087506
451.0349579;450;0.2675033;10;103.232132;97.6793399;69.96922076;113.9248594;94.12770401
451.0999298;450;0.28022562;10;102.8749924;109.5065414;106.3227107;93.79157425;133.281862
451.2214966;450;0.29246806;10;102.6226578;91.01241535;101.6521431;97.89125838;158.823133
451.635437;450;0.30542821;10;102.4122467;105.3857895;78.58927085;87.21679722;121.2044859
451.9617299;450;0.320840222;10;102.1171869;109.1112501;100.2327648;107.6682597;21.7500725
452.4355684;450;0.339511041;10;101.7562078;104.0649227;78.86456694;96.24688978;106.0093273
453.0818652;450;0.362434079;10;101.2443657;108.3288358;105.4814034;86.23909642;97.97679141
453.8322067;450;0.390323575;10;100.4315258;98.4193173;95.89091384;97.96176443;71.45979434
454.8477549;450;0.42299782;10;98.93983933;96.69209321;91.76542076;101.9098102;73.91889026
456.0956848;450;0.460641184;10;97.330888;101.4109895;84.87508583;77.33554287;50.58627746
457.5157961;450;0.505790091;10;95.82189639;94.73060175;80.15721753;80.10976928;55.15436873
459.1165965;450;0.561501868;10;94.31532196;86.66354799;85.61326572;109.7786138;104.6617894
461.1263062;450;0.629879964;10;92.52392325;93.10696511;107.2314726;84.74331718;103.8513715
475.3961029;475;0;10;0;-3.143052498;11.88799154;-10.28396114;47.71009655
475.0167542;475;0.00099186;10;3.23155275;9.390208424;16.39562868;-4.315081047;-25.86291571
475.1275635;475;0.00315688;10;18.87298155;24.61330515;9.77532944;24.03174046;29.49615851
475.1479797;475;0.00702906;10;47.58641719;46.73082737;38.47854439;29.92948359;1.26777703
475.0984039;475;0.01326385;10;71.84181976;76.59654074;73.289575;87.12849453;53.89451446
474.9921112;475;0.02420503;10;84.40024185;77.89304338;93.18514249;95.64765212;117.6268281
475.0282745;475;0.03907642;10;90.12414551;93.93875141;83.4853743;128.2560186;61.93519052
475.1745758;475;0.05540383;10;92.7211113;94.30801915;84.43555126;107.0035708;131.4204725
475.2481995;475;0.07006633;10;94.00545501;90.64184978;89.61712559;74.89165085;133.9986591
475.384079;475;0.08151139;10;95.09123611;98.85449748;111.6558083;98.69065578;57.47136511
475.3323669;475;0.09536043;10;95.43027496;101.1654405;94.84669309;110.1904443;143.7929024
475.439743;475;0.110167;10;95.60229492;86.44406688;96.81932671;83.06245909;82.9008444
475.5323486;475;0.12524659;10;95.61368561;79.90281539;98.87918104;95.96318242;105.6133771
475.7058716;475;0.13966087;10;95.54462433;94.81899969;94.12607922;65.34546454;92.64300696
475.814148;475;0.15276686;10;95.52128601;88.42069702;99.3890005;107.8744224;123.3294116
476.0284729;475;0.16696559;10;95.44907379;99.72119408;84.10357874;71.02597683;72.66078867
476.3044128;475;0.18265232;10;95.19471359;88.05956395;103.1862268;89.26662109;94.69405118
476.6945343;475;0.19533678;10;95.10159302;105.9490162;86.54149458;101.600185;112.1127872
476.9132385;475;0.20853236;10;94.78076935;87.67257759;114.1537076;109.7776863;89.44547403
477.0665436;475;0.22322189;10;94.25006104;99.82766955;102.3395563;105.6650028;60.47970488
477.3475647;475;0.23554643;10;94.03196716;98.88609114;105.2081692;69.24334315;70.34074687
477.8781738;475;0.24779437;10;93.84780121;88.35764372;105.7142865;98.03109805;77.83423602
478.1907959;475;0.26075155;10;93.55727005;96.42707131;78.51530512;98.98779063;109.0725568
478.4850464;475;0.27318449;10;93.32563019;101.4003597;80.97061935;97.47585282;126.9305757
478.8153839;475;0.28612946;10;93.10960388;106.9424;92.12065592;98.8532404;82.25301872
479.2155304;475;0.29855091;10;92.9719429;89.65591752;113.85686;59.11129293;150.826725
479.5600433;475;0.31155792;10;92.73173523;82.68704673;92.11174739;82.45436673;83.76135549
479.8597031;475;0.327395164;10;92.38402742;88.66110551;70.01847995;68.84900228;94.14569646
480.5028843;475;0.346445821;10;91.95187068;98.45588913;107.4409878;88.23679694;77.71480938
481.045231;475;0.368996126;10;91.26392238;101.3720178;76.61060556;65.28780116;75.8031991
481.7534225;475;0.396467679;10;90.28391566;78.7024273;86.32314328;100.8205464;107.7371099
482.7228419;475;0.428369298;10;89.07267569;77.45339485;96.93963178;74.49882925;128.5073863
483.620438;475;0.466069119;10;87.81872942;92.51655426;95.92818645;94.56734346;126.2357533
484.5071521;475;0.512456356;10;86.64003613;81.62448461;104.442568;76.03049991;34.99090473
485.3101852;475;0.569253509;10;84.98436884;78.94020987;84.62845313;121.6312331;48.40040219
486.1748068;475;0.635149688;10;82.75431547;83.8466307;82.40664043;83.74070013;46.46068479
500.2221527;500;0;10;0;2.26106907;26.82777992;28.31802212;31.25834104
500.2032928;500;0.00035183;10;1.91543423;2.573710816;13.57179329;1.548035588;39.74906324
500.1104126;500;0.00274638;10;12.78691486;12.04556879;33.35019159;30.15766426;33.69204515
500.0966034;500;0.00521408;10;30.34403419;25.01984595;36.76595405;10.42064923;37.11512543
500.180481;500;0.0110527;10;52.2820549;69.42549521;63.22336527;63.19089225;66.41997627
500.2359924;500;0.01904117;10;68.37286949;61.59499082;56.14730519;75.97496664;86.24524408
500.20961;500;0.03142294;10;76.30250549;87.39095642;100.0850843;71.1907843;124.6836656
500.1035156;500;0.04746352;10;79.62831116;91.50410559;79.56756685;86.8674553;41.04704028
500.2075958;500;0.06158391;10;81.43653488;73.94579592;99.20984729;84.79997782;83.35121267
500.1677551;500;0.07680907;10;82.13294601;77.61980897;75.29914931;55.1076969;72.64734125
500.2626343;500;0.0897553;10;82.70039749;86.19239138;71.98292758;91.24734554;74.29912001
500.4059906;500;0.10352096;10;83.07564163;86.48959061;85.79457992;82.37242789;56.70610832
500.3730927;500;0.11781216;10;83.1176033;80.50243423;79.32707431;79.02361325;77.47878435
500.6906128;500;0.13340228;10;83.11296463;77.52954115;61.59576239;78.04980663;47.34333098
500.7224274;500;0.14803898;10;83.06047821;89.68539256;94.71486098;81.73000649;54.25546668
500.9284973;500;0.16153191;10;82.98943329;82.84910315;84.0404286;112.5467558;52.05635005
501.1968536;500;0.17570191;10;82.66886902;93.67958648;101.2435412;125.0681326;67.17216962
501.2988739;500;0.19059405;10;82.17225647;71.72362183;87.31943805;96.85113718;27.71969209
501.3356171;500;0.20367937;10;81.72182846;80.19684237;91.33230269;62.3042542;108.3492455
501.8009186;500;0.21589743;10;81.58492279;84.81077378;95.64785693;84.40519534;171.8029856
501.9021606;500;0.22908392;10;81.31518937;89.19279177;58.23598301;67.64115357;115.7148273
502.3808136;500;0.241462;10;81.2940178;79.29276517;99.09684225;106.4650685;62.40937088
502.5796051;500;0.25472831;10;81.09314728;83.23054887;80.55504645;85.37407501;52.02867963
502.8793793;500;0.26777127;10;80.9056015;70.47334017;70.8489039;56.24956522;44.82938598
503.0734863;500;0.28049357;10;80.74115753;86.03168872;81.23200717;62.74252676;116.3331693
503.496582;500;0.29366435;10;80.6011734;76.92483953;81.37753854;85.94569706;106.0766129
503.8282318;500;0.30656673;10;80.43511962;68.20280696;93.67063357;81.37001983;129.2183918
504.1889745;500;0.322501211;10;80.13417268;79.98969923;79.89547134;93.49096551;71.28955387
504.724219;500;0.341453776;10;79.71790156;59.21236456;68.17450684;110.3750841;72.23228546
505.1181042;500;0.364032706;10;79.05853193;87.80456204;91.10291276;104.4928842;33.65098516
505.8056503;500;0.39089024;10;78.2790641;81.18754328;91.45708707;105.3890463;72.21942364
506.4964636;500;0.422861652;10;77.27872256;82.43556575;92.09271201;78.00249053;68.25547777
507.1693943;500;0.461239617;10;76.27555688;70.03699671;83.56550792;83.74830921;145.3341844
508.0741685;500;0.508458449;10;75.11235862;91.94137858;78.77975053;86.93737541;51.82512697
509.1155378;500;0.564591156;10;73.44133082;68.42734115;76.54007857;91.39382803;62.09501811
510.2443417;500;0.630641243;10;71.79309441;79.77195435;77.04860023;65.8134811;79.46923092
350.2503815;350;-0.00006809;0.001;0.14633783;0.14633783;0.14633783;0.14633783;0.14633783
350.2358437;350;-0.00005792;0.001;0.13500193;0.13500193;0.13500193;0.13500193;0.13500193
350.224774;350;-0.00004859;0.001;0.13182863;0.13182863;0.13182863;0.13182863;0.13182863
350.2171118;350;-0.00004033;0.001;0.13224414;0.13224414;0.13224414;0.13224414;0.13224414
350.2115727;350;-0.00003317;0.001;0.12771724;0.12771724;0.12771724;0.12771724;0.12771724
350.2069925;350;-0.00002712;0.001;0.13379013;0.13379013;0.13379013;0.13379013;0.13379013
350.2031429;350;-0.00002222;0.001;0.13815789;0.13815789;0.13815789;0.13815789;0.13815789
350.2004306;350;-0.0000185;0.001;0.13563342;0.13563342;0.13563342;0.13563342;0.13563342
350.1988939;350;-0.00001574;0.001;0.13964184;0.13964184;0.13964184;0.13964184;0.13964184
350.1975176;350;-0.00001335;0.001;0.14539292;0.14539292;0.14539292;0.14539292;0.14539292
350.1945673;350;-0.00001054;0.001;0.15538111;0.15538111;0.15538111;0.15538111;0.15538111
350.1887161;350;-0.00000666;0.001;0.16787813;0.16787813;0.16787813;0.16787813;0.16787813
350.1800282;350;-0.00000146;0.001;0.17145953;0.17145953;0.17145953;0.17145953;0.17145953
350.1700088;350;0.00000482;0.001;0.15847178;0.15847178;0.15847178;0.15847178;0.15847178
350.1607884;350;0.00001159;0.001;0.13282048;0.13282048;0.13282048;0.13282048;0.13282048
350.1542086;350;0.00001811;0.001;0.11820318;0.11820318;0.11820318;0.11820318;0.11820318
350.1513529;350;0.00002368;0.001;0.12649338;0.12649338;0.12649338;0.12649338;0.12649338
350.1524006;350;0.00002783;0.001;0.14570901;0.14570901;0.14570901;0.14570901;0.14570901
350.1565957;350;0.00003056;0.001;0.14801172;0.14801172;0.14801172;0.14801172;0.14801172
350.1625404;350;0.00003232;0.001;0.13355132;0.13355132;0.13355132;0.13355132;0.13355132
350.1689081;350;0.00003372;0.001;0.13665815;0.13665815;0.13665815;0.13665815;0.13665815
350.1750219;350;0.00003528;0.001;0.15473207;0.15473207;0.15473207;0.15473207;0.15473207
350.1806759;350;0.00003731;0.001;0.15758331;0.15758331;0.15758331;0.15758331;0.15758331
350.1854184;350;0.00004007;0.001;0.14483509;0.14483509;0.14483509;0.14483509;0.14483509
350.1882041;350;0.00004377;0.001;0.13448768;0.13448768;0.13448768;0.13448768;0.13448768
350.1879614;350;0.00004843;0.001;0.13263468;0.13263468;0.13263468;0.13263468;0.13263468
350.1846145;350;0.00005366;0.001;0.13976718;0.13976718;0.13976718;0.13976718;0.13976718
350.1795355;350;0.00005868;0.001;0.13997274;0.13997274;0.13997274;0.13997274;0.13997274
350.1748709;350;0.00006262;0.001;0.13093716;0.13093716;0.13093716;0.13093716;0.13093716
350.1722125;350;0.0000649;0.001;0.12252941;0.12252941;0.12252941;0.12252941;0.12252941
350.1716852;350;0.00006555;0.001;0.11363525;0.11363525;0.11363525;0.11363525;0.11363525
350.1721668;350;0.00006515;0.001;0.11944876;0.11944876;0.11944876;0.11944876;0.11944876
350.1723781;350;0.00006445;0.001;0.14035609;0.14035609;0.14035609;0.14035609;0.14035609
350.1718867;350;0.00006396;0.001;0.1575724;0.1575724;0.1575724;0.1575724;0.1575724
350.1712464;350;0.00006376;0.001;0.14374725;0.14374725;0.14374725;0.14374725;0.14374725
350.1713302;350;0.00006368;0.001;0.10814939;0.10814939;0.10814939;0.10814939;0.10814939
350.17256;350;0.00006368;0.001;0.10254476;0.10254476;0.10254476;0.10254476;0.10254476
350.1746595;350;0.00006402;0.001;0.12334482;0.12334482;0.12334482;0.12334482;0.12334482
350.176985;350;0.00006508;0.001;0.14125167;0.14125167;0.14125167;0.14125167;0.14125167
350.1790316;350;0.00006708;0.001;0.15119456;0.15119456;0.15119456;0.15119456;0.15119456
350.1807167;350;0.0000698;0.001;0.14885617;0.14885617;0.14885617;0.14885617;0.14885617
350.1823309;350;0.00007274;0.001;0.13819444;0.13819444;0.13819444;0.13819444;0.13819444
350.1842743;350;0.00007531;0.001;0.12564877;0.12564877;0.12564877;0.12564877;0.12564877
350.1867169;350;0.00007721;0.001;0.12200441;0.12200441;0.12200441;0.12200441;0.12200441
350.1893149;350;0.00007846;0.001;0.12329711;0.12329711;0.12329711;0.12329711;0.12329711
350.1911879;350;0.00007934;0.001;0.11723507;0.11723507;0.11723507;0.11723507;0.11723507
350.191325;350;0.00008021;0.001;0.12224729;0.12224729;0.12224729;0.12224729;0.12224729
350.1892769;350;0.00008126;0.001;0.13585497;0.13585497;0.13585497;0.13585497;0.13585497
350.1856618;350;0.00008234;0.001;0.14155291;0.14155291;0.14155291;0.14155291;0.14155291
350.1820249;350;0.00008312;0.001;0.13840793;0.13840793;0.13840793;0.13840793;0.13840793
350.180007;350;0.00008338;0.001;0.12953269;0.12953269;0.12953269;0.12953269;0.12953269
350.1803605;350;0.00008356;0.001;0.12104404;0.12104404;0.12104404;0.12104404;0.12104404
350.1826237;350;0.00008509;0.001;0.11991882;0.11991882;0.11991882;0.11991882;0.11991882
350.1857692;350;0.00009033;0.001;0.13615438;0.13615438;0.13615438;0.13615438;0.13615438
350.1891357;350;0.00010228;0.001;0.15477296;0.15477296;0.15477296;0.15477296;0.15477296
350.1926028;350;0.00012439;0.001;0.17545969;0.17545969;0.17545969;0.17545969;0.17545969
350.1958835;350;0.00016059;0.001;0.2605822;0.2605822;0.2605822;0.2605822;0.2605822
350.1979171;350;0.00021526;0.001;0.49694961;0.49694961;0.49694961;0.49694961;0.49694961
350.1971783;350;0.00029269;0.001;0.97452658;0.97452658;0.97452658;0.97452658;0.97452658
350.1926299;350;0.00039632;0.001;1.78766574;1.78766574;1.78766574;1.78766574;1.78766574
350.184472;350;0.00052825;0.001;3.04284212;3.04284212;3.04284212;3.04284212;3.04284212
350.1742443;350;0.00068948;0.001;4.78102944;4.78102944;4.78102944;4.78102944;4.78102944
350.1643614;350;0.00088085;0.001;6.84110744;6.84110744;6.84110744;6.84110744;6.84110744
350.1572421;350;0.00110454;0.001;9.04662325;9.04662325;9.04662325;9.04662325;9.04662325
350.1542514;350;0.0013661;0.001;11.41371688;11.41371688;11.41371688;11.41371688;11.41371688
350.1550191;350;0.00167649;0.001;14.03346483;14.03346483;14.03346483;14.03346483;14.03346483
350.1577808;350;0.00205312;0.001;17.31021748;17.31021748;17.31021748;17.31021748;17.31021748
350.1606205;350;0.00251866;0.001;21.94720964;21.94720964;21.94720964;21.94720964;21.94720964
350.162604;350;0.00309719;0.001;28.13803855;28.13803855;28.13803855;28.13803855;28.13803855
350.1639302;350;0.00380868;0.001;35.3308806;35.3308806;35.3308806;35.3308806;35.3308806
350.1652432;350;0.00466397;0.001;42.40054161;42.40054161;42.40054161;42.40054161;42.40054161
350.1669221;350;0.00566213;0.001;48.03237305;48.03237305;48.03237305;48.03237305;48.03237305
350.1689174;350;0.00679118;0.001;51.68222801;51.68222801;51.68222801;51.68222801;51.68222801
350.1710352;350;0.0080315;0.001;53.77070617;53.77070617;53.77070617;53.77070617;53.77070617
350.1732032;350;0.00936031;0.001;54.9451898;54.9451898;54.9451898;54.9451898;54.9451898
350.1754635;350;0.01075569;0.001;55.62302357;55.62302357;55.62302357;55.62302357;55.62302357
350.1778534;350;0.01219898;0.001;56.02684106;56.02684106;56.02684106;56.02684106;56.02684106
350.1803711;350;0.01367567;0.001;56.27450178;56.27450178;56.27450178;56.27450178;56.27450178
350.1828993;350;0.01517516;0.001;56.40935166;56.40935166;56.40935166;56.40935166;56.40935166
350.1849368;350;0.01669027;0.001;56.44793002;56.44793002;56.44793002;56.44793002;56.44793002
350.1853994;350;0.01821641;0.001;56.42945138;56.42945138;56.42945138;56.42945138;56.42945138
350.1828983;350;0.01975067;0.001;56.40566103;56.40566103;56.40566103;56.40566103;56.40566103
350.1764853;350;0.02129102;0.001;56.37790003;56.37790003;56.37790003;56.37790003;56.37790003
350.1663921;350;0.02283581;0.001;56.32008521;56.32008521;56.32008521;56.32008521;56.32008521
350.1542446;350;0.02438359;0.001;56.23678685;56.23678685;56.23678685;56.23678685;56.23678685
350.1425461;350;0.02593324;0.001;56.15293465;56.15293465;56.15293465;56.15293465;56.15293465
350.1337004;350;0.02748394;0.001;56.07413828;56.07413828;56.07413828;56.07413828;56.07413828
350.129198;350;0.02903515;0.001;55.99888591;55.99888591;55.99888591;55.99888591;55.99888591
350.1294085;350;0.03058648;0.001;55.935142;55.935142;55.935142;55.935142;55.935142
350.1338301;350;0.03213759;0.001;55.86704582;55.86704582;55.86704582;55.86704582;55.86704582
350.1413391;350;0.03368833;0.001;55.7898777;55.7898777;55.7898777;55.7898777;55.7898777
350.1502795;350;0.0352388;0.001;55.71805269;55.71805269;55.71805269;55.71805269;55.71805269
350.1586563;350;0.03678943;0.001;55.64028656;55.64028656;55.64028656;55.64028656;55.64028656
350.1646741;350;0.03834075;0.001;55.55987738;55.55987738;55.55987738;55.55987738;55.55987738
350.1674811;350;0.03989305;0.001;55.4962905;55.4962905;55.4962905;55.4962905;55.4962905
350.16766;350;0.04144616;0.001;55.43649206;55.43649206;55.43649206;55.43649206;55.43649206
350.1670153;350;0.04299951;0.001;55.36831138;55.36831138;55.36831138;55.36831138;55.36831138
350.1676182;350;0.0445525;0.001;55.29922504;55.29922504;55.29922504;55.29922504;55.29922504
350.1707227;350;0.04610488;0.001;55.22931424;55.22931424;55.22931424;55.22931424;55.22931424
350.1763551;350;0.04765685;0.001;55.17776513;55.17776513;55.17776513;55.17776513;55.17776513
350.1837485;350;0.0492088;0.001;55.15150813;55.15150813;55.15150813;55.15150813;55.15150813
350.1920571;350;0.05076104;0.001;55.11114571;55.11114571;55.11114571;55.11114571;55.11114571
350.200739;350;0.05231369;0.001;55.04853954;55.04853954;55.04853954;55.04853954;55.04853954
350.2094372;350;0.05386675;0.001;54.99276772;54.99276772;54.99276772;54.99276772;54.99276772
350.2176262;350;0.05542024;0.001;54.94437483;54.94437483;54.94437483;54.94437483;54.94437483
350.2245151;350;0.0569743;0.001;54.88974023;54.88974023;54.88974023;54.88974023;54.88974023
350.229469;350;0.05852907;0.001;54.84282968;54.84282968;54.84282968;54.84282968;54.84282968
350.2325539;350;0.0600844;0.001;54.80814717;54.80814717;54.80814717;54.80814717;54.80814717
350.2345124;350;0.06163989;0.001;54.76815154;54.76815154;54.76815154;54.76815154;54.76815154
350.2360634;350;0.06319507;0.001;54.71508131;54.71508131;54.71508131;54.71508131;54.71508131
350.2371933;350;0.06474975;0.001;54.65735259;54.65735259;54.65735259;54.65735259;54.65735259
350.2371082;350;0.06630408;0.001;54.61749732;54.61749732;54.61749732;54.61749732;54.61749732
350.2348409;350;0.06785844;0.001;54.5940733;54.5940733;54.5940733;54.5940733;54.5940733
350.2299797;350;0.06941323;0.001;54.56305008;54.56305008;54.56305008;54.56305008;54.56305008
350.2230128;350;0.07096857;0.001;54.52370556;54.52370556;54.52370556;54.52370556;54.52370556
350.2151096;350;0.07252435;0.001;54.48882079;54.48882079;54.48882079;54.48882079;54.48882079
350.2075232;350;0.0740803;0.001;54.45071511;54.45071511;54.45071511;54.45071511;54.45071511
350.2010599;350;0.07563622;0.001;54.40160587;54.40160587;54.40160587;54.40160587;54.40160587
350.1960005;350;0.07719205;0.001;54.36159395;54.36159395;54.36159395;54.36159395;54.36159395
350.1923993;350;0.07874778;0.001;54.33587245;54.33587245;54.33587245;54.33587245;54.33587245
350.1902835;350;0.08030336;0.001;54.31191084;54.31191084;54.31191084;54.31191084;54.31191084
350.1894718;350;0.08185885;0.001;54.27715424;54.27715424;54.27715424;54.27715424;54.27715424
350.1893104;350;0.0834145;0.001;54.23362451;54.23362451;54.23362451;54.23362451;54.23362451
350.1888101;350;0.0849707;0.001;54.20992078;54.20992078;54.20992078;54.20992078;54.20992078
350.1872171;350;0.08652779;0.001;54.19795569;54.19795569;54.19795569;54.19795569;54.19795569
350.1845498;350;0.08808575;0.001;54.170074;54.170074;54.170074;54.170074;54.170074
350.1816507;350;0.08964415;0.001;54.13125647;54.13125647;54.13125647;54.13125647;54.13125647
350.1796865;350;0.09120228;0.001;54.0929365;54.0929365;54.0929365;54.0929365;54.0929365
350.1794007;350;0.09275948;0.001;54.06140428;54.06140428;54.06140428;54.06140428;54.06140428
350.180609;350;0.09431535;0.001;54.0338577;54.0338577;54.0338577;54.0338577;54.0338577
350.1822984;350;0.09586997;0.001;54.0047011;54.0047011;54.0047011;54.0047011;54.0047011
350.1832456;350;0.09742386;0.001;53.9821498;53.9821498;53.9821498;53.9821498;53.9821498
350.182662;350;0.09897771;0.001;53.96606157;53.96606157;53.96606157;53.96606157;53.96606157
350.1803971;350;0.10053206;0.001;53.95043428;53.95043428;53.95043428;53.95043428;53.95043428
350.176686;350;0.10208713;0.001;53.93314049;53.93314049;53.93314049;53.93314049;53.93314049
350.1719345;350;0.10364287;0.001;53.90166195;53.90166195;53.90166195;53.90166195;53.90166195
350.1669577;350;0.10519906;0.001;53.86684458;53.86684458;53.86684458;53.86684458;53.86684458
350.1633209;350;0.1067553;0.001;53.85421832;53.85421832;53.85421832;53.85421832;53.85421832
350.1629962;350;0.10831107;0.001;53.84629044;53.84629044;53.84629044;53.84629044;53.84629044
350.1673053;350;0.10986597;0.001;53.81230632;53.81230632;53.81230632;53.81230632;53.81230632
350.1760755;350;0.11141988;0.001;53.77319862;53.77319862;53.77319862;53.77319862;53.77319862
350.187715;350;0.11297309;0.001;53.7636223;53.7636223;53.7636223;53.7636223;53.7636223
350.1999179;350;0.11452611;0.001;53.76732684;53.76732684;53.76732684;53.76732684;53.76732684
350.210351;350;0.11607951;0.001;53.76290714;53.76290714;53.76290714;53.76290714;53.76290714
350.2171272;350;0.11763375;0.001;53.75213392;53.75213392;53.75213392;53.75213392;53.75213392
350.2192056;350;0.11918899;0.001;53.73841533;53.73841533;53.73841533;53.73841533;53.73841533
350.2166561;350;0.12074516;0.001;53.72037739;53.72037739;53.72037739;53.72037739;53.72037739
350.2105058;350;0.12230194;0.001;53.69388496;53.69388496;53.69388496;53.69388496;53.69388496
350.2020846;350;0.12385901;0.001;53.66531714;53.66531714;53.66531714;53.66531714;53.66531714
350.192254;350;0.12541621;0.001;53.6379448;53.6379448;53.6379448;53.6379448;53.6379448
350.1811574;350;0.12697368;0.001;53.61235259;53.61235259;53.61235259;53.61235259;53.61235259
350.1688204;350;0.12853165;0.001;53.59190239;53.59190239;53.59190239;53.59190239;53.59190239
350.1561525;350;0.13009012;0.001;53.58392987;53.58392987;53.58392987;53.58392987;53.58392987
350.1453894;350;0.13164865;0.001;53.58084704;53.58084704;53.58084704;53.58084704;53.58084704
350.1394163;350;0.13320646;0.001;53.55373581;53.55373581;53.55373581;53.55373581;53.55373581
350.1403573;350;0.13476286;0.001;53.51682347;53.51682347;53.51682347;53.51682347;53.51682347
350.1483906;350;0.13631759;0.001;53.50528739;53.50528739;53.50528739;53.50528739;53.50528739
350.1615482;350;0.13787086;0.001;53.50633056;53.50633056;53.50633056;53.50633056;53.50633056
350.1765341;350;0.13942332;0.001;53.5077038;53.5077038;53.5077038;53.5077038;53.5077038
350.1899354;350;0.14097574;0.001;53.51554193;53.51554193;53.51554193;53.51554193;53.51554193
350.1991278;350;0.14252893;0.001;53.51081036;53.51081036;53.51081036;53.51081036;53.51081036
350.2026557;350;0.14408355;0.001;53.49384414;53.49384414;53.49384414;53.49384414;53.49384414
350.2003139;350;0.14564003;0.001;53.48567127;53.48567127;53.48567127;53.48567127;53.48567127
350.193138;350;0.14719838;0.001;53.47948205;53.47948205;53.47948205;53.47948205;53.47948205
350.1831887;350;0.14875798;0.001;53.47669824;53.47669824;53.47669824;53.47669824;53.47669824
350.1729539;350;0.15031782;0.001;53.47419576;53.47419576;53.47419576;53.47419576;53.47419576
350.1645378;350;0.15187686;0.001;53.45480595;53.45480595;53.45480595;53.45480595;53.45480595
350.1590718;350;0.15343446;0.001;53.43078797;53.43078797;53.43078797;53.43078797;53.43078797
350.1566218;350;0.15499051;0.001;53.41355757;53.41355757;53.41355757;53.41355757;53.41355757
350.1565177;350;0.15654537;0.001;53.39884433;53.39884433;53.39884433;53.39884433;53.39884433
350.1578361;350;0.15809955;0.001;53.39187167;53.39187167;53.39187167;53.39187167;53.39187167
350.1597623;350;0.15965354;0.001;53.39634119;53.39634119;53.39634119;53.39634119;53.39634119
350.1616856;350;0.16120766;0.001;53.39961094;53.39961094;53.39961094;53.39961094;53.39961094
350.1630685;350;0.16276205;0.001;53.39604428;53.39604428;53.39604428;53.39604428;53.39604428
350.1632891;350;0.16431667;0.001;53.39167836;53.39167836;53.39167836;53.39167836;53.39167836
350.1616848;350;0.16587143;0.001;53.38289818;53.38289818;53.38289818;53.38289818;53.38289818
350.1578722;350;0.16742621;0.001;53.36849261;53.36849261;53.36849261;53.36849261;53.36849261
350.1521822;350;0.168981;0.001;53.35498059;53.35498059;53.35498059;53.35498059;53.35498059
350.1458875;350;0.17053576;0.001;53.3420438;53.3420438;53.3420438;53.3420438;53.3420438
350.1409406;350;0.17209037;0.001;53.33564752;53.33564752;53.33564752;53.33564752;53.33564752
350.139227;350;0.1736446;0.001;53.33683042;53.33683042;53.33683042;53.33683042;53.33683042
350.141713;350;0.17519834;0.001;53.32835874;53.32835874;53.32835874;53.32835874;53.32835874
350.1479663;350;0.17675175;0.001;53.31716773;53.31716773;53.31716773;53.31716773;53.31716773
350.1562571;350;0.17830532;0.001;53.32056933;53.32056933;53.32056933;53.32056933;53.32056933
350.16417;350;0.17985964;0.001;53.3269286;53.3269286;53.3269286;53.3269286;53.3269286
350.1695317;350;0.18141501;0.001;53.32418204;53.32418204;53.32418204;53.32418204;53.32418204
350.1712716;350;0.18297109;0.001;53.32170376;53.32170376;53.32170376;53.32170376;53.32170376
