m1;m2;G;x1;x2;y1;y2;z1;z2;F;F_noise_0.05;F_noise_0.1;F_noise_0.3;F_noise_1
1.771916693;1.432229875;1.71858828;3.720398154;1.761901598;3.65604261;1.235322328;3.711679346;1.001192487;0.255916796;0.255916796;0.255916796;0.255916796;0.255916796
1.581396066;1.355770505;1.486979124;3.600241626;1.485430871;3.968881746;1.134700083;3.326925714;1.909914705;0.219672956;0.219672956;0.219672956;0.219672956;0.219672956
1.581969774;1.19143643;1.96448445;3.627756599;1.876496417;3.451343777;1.452381203;3.859332677;1.101471764;0.252423717;0.252423717;0.252423717;0.252423717;0.252423717
1.372869564;1.046938938;1.882635248;3.035164239;1.079141408;3.132294878;1.470036573;3.121919822;1.114776563;0.254849764;0.254849764;0.254849764;0.254849764;0.254849764
1.470332335;1.336291642;1.988945244;3.819084359;1.531385171;3.08343944;1.703291043;3.178781899;1.42349725;0.382396695;0.382396695;0.382396695;0.382396695;0.382396695
1.368848685;1.577960428;1.831656972;3.014395972;1.865427129;3.660085408;1.293663739;3.959347696;1.022209324;0.254479575;0.254479575;0.254479575;0.254479575;0.254479575
1.082409051;1.676158285;1.379485496;3.024876653;1.178038852;3.505761688;1.261265142;3.779653221;1.800563338;0.202402754;0.202402754;0.202402754;0.202402754;0.202402754
1.912492531;1.502757139;1.138716089;3.044490273;1.176546394;3.316053089;1.597230928;3.41050375;1.86906903;0.37107001;0.37107001;0.37107001;0.37107001;0.37107001
1.672396452;1.437015036;1.508172393;3.650272044;1.887366538;3.652581282;1.480471963;3.382550078;1.877582622;0.359190632;0.359190632;0.359190632;0.359190632;0.359190632
1.580170854;1.334363822;1.429116538;3.867400162;1.355732098;3.83345451;1.360673617;3.16526491;1.599279702;0.202570583;0.202570583;0.202570583;0.202570583;0.202570583
1.278783324;1.239320597;1.136731837;3.164559683;1.912394812;3.596220787;1.049959358;3.341661843;1.844156264;0.175008545;0.175008545;0.175008545;0.175008545;0.175008545
1.398505685;1.095175247;1.092176353;3.237833147;1.332938722;3.556768579;1.709317513;3.53342414;1.859671101;0.169944312;0.169944312;0.169944312;0.169944312;0.169944312
1.859362706;1.462619663;1.160186642;3.356100287;1.894548211;3.335287382;1.809576122;3.621542264;1.461321683;0.345564934;0.345564934;0.345564934;0.345564934;0.345564934
1.497085255;1.896819497;1.565503614;3.917648601;1.206309954;3.416106214;1.231332294;3.76329257;1.73658825;0.273874275;0.273874275;0.273874275;0.273874275;0.273874275
1.790701587;1.969338497;1.707966661;3.766843232;1.283577733;3.99152618;1.401246491;3.178864107;1.689340658;0.399019908;0.399019908;0.399019908;0.399019908;0.399019908
1.560869112;1.045745487;1.392582527;3.928040393;1.77703671;3.189527519;1.490721832;3.837390788;1.965133056;0.206303434;0.206303434;0.206303434;0.206303434;0.206303434
1.678797521;1.04755357;1.2589158;3.991061385;1.171438788;3.806790898;1.691773848;3.633071653;1.28455471;0.123415748;0.123415748;0.123415748;0.123415748;0.123415748
1.832646297;1.274427523;1.956919233;3.311671542;1.602898821;3.54381492;1.306181956;3.346420668;1.484805983;0.401187228;0.401187228;0.401187228;0.401187228;0.401187228
1.267708709;1.539557241;1.671722548;3.959118851;1.086501336;3.828071499;1.909295942;3.145851654;1.035538702;0.199103406;0.199103406;0.199103406;0.199103406;0.199103406
1.389817035;1.183573627;1.802220369;3.719241006;1.559864503;3.767304055;1.415208805;3.042344809;1.413187261;0.23071589;0.23071589;0.23071589;0.23071589;0.23071589
1.890304859;1.255753246;1.80231176;3.954305239;1.749207033;3.268292003;1.10779714;3.184521707;1.894727421;0.382199288;0.382199288;0.382199288;0.382199288;0.382199288
1.453648109;1.0018013;1.987915596;3.961436083;1.598154904;3.453280475;1.352523079;3.060551585;1.470589674;0.231109316;0.231109316;0.231109316;0.231109316;0.231109316
1.456489935;1.538027994;1.902706191;3.271887059;1.658831512;3.266434649;1.558075559;3.617225491;1.723204918;0.467985308;0.467985308;0.467985308;0.467985308;0.467985308
1.309701176;1.323885503;1.847489904;3.986064164;1.741494354;3.939969899;1.735745986;3.173939568;1.897078521;0.277898214;0.277898214;0.277898214;0.277898214;0.277898214
1.954086951;1.856470736;1.215146444;3.384605902;1.384777113;3.759688447;1.389180571;3.89828636;1.402106453;0.278127566;0.278127566;0.278127566;0.278127566;0.278127566
1.571193503;1.421415169;1.543178758;3.569348268;1.993347793;3.905622046;1.807323999;3.906303618;1.854263003;0.310557192;0.310557192;0.310557192;0.310557192;0.310557192
1.008852353;1.014330935;1.821394963;3.030570159;1.12281028;3.044718969;1.688930832;3.39610401;1.486777285;0.204297203;0.204297203;0.204297203;0.204297203;0.204297203
1.037525335;1.000166548;1.63297508;3.557372382;1.211366807;3.960403756;1.76068124;3.451584425;1.681294812;0.125740504;0.125740504;0.125740504;0.125740504;0.125740504
1.023421322;1.839005789;1.043001445;3.251312411;1.324184057;3.875905121;1.670902903;3.152258099;1.29655265;0.163318741;0.163318741;0.163318741;0.163318741;0.163318741
1.353496282;1.701771353;1.933352572;3.84166875;1.798774126;3.693267726;1.0138642;3.820580224;1.08911299;0.236700367;0.236700367;0.236700367;0.236700367;0.236700367
1.47349924;1.913571626;1.046244119;3.295555646;1.314028135;3.18377443;1.365786164;3.561511055;1.506464886;0.257538495;0.257538495;0.257538495;0.257538495;0.257538495
1.665691671;1.745419514;1.984713492;3.727810624;1.530206561;3.198749121;1.496846944;3.143623402;1.396910687;0.535422725;0.535422725;0.535422725;0.535422725;0.535422725
1.347213476;1.12570197;1.89908526;3.292531676;1.219583443;3.032892215;1.836179638;3.819628537;1.470989649;0.256113055;0.256113055;0.256113055;0.256113055;0.256113055
1.968387512;1.661318259;1.536021904;3.129579841;1.093097912;3.463377616;1.692161079;3.561550628;1.929867082;0.504980882;0.504980882;0.504980882;0.504980882;0.504980882
1.218377172;1.742788923;1.216498839;3.151444848;1.402083761;3.028793487;1.803260284;3.974749513;1.321883085;0.222681502;0.222681502;0.222681502;0.222681502;0.222681502
